run_id,species,gas_model,lambda_db,energy,number_density,vdw_a,vdw_b,interaction_score,excluded_volume_score,vdw_signature_score,signature_score_wave,signature_score_combined,tau,tau_response_score,tau_alignment_score,tau_window_label
debroglie_matter_signature_vdw_run_c,carbon,van_der_waals,4.257892370080863e-11,6.0710588152500005e-21,2.502858308970984e+25,0.3,4.5e-05,0.8408009615601193,0.536384950273482,0.6885929559168007,0.4279232258109609,0.5148131358462408,0.1,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,carbon,van_der_waals,4.257892370080863e-11,6.0710588152500005e-21,2.502858308970984e+25,0.3,4.5e-05,0.8408009615601193,0.536384950273482,0.6885929559168007,0.4279232258109609,0.5148131358462408,1.0,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,nitrogen,van_der_waals,3.9428631018409355e-11,6.071058815249999e-21,2.502858308970984e+25,0.137,3.87e-05,0.5760048706560768,0.3809829703109597,0.47849392048351824,0.41311174147532337,0.4349058011447216,0.001,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,nitrogen,van_der_waals,3.9428631018409355e-11,6.071058815249999e-21,2.502858308970984e+25,0.137,3.87e-05,0.5760048706560768,0.3809829703109597,0.47849392048351824,0.41311174147532337,0.4349058011447216,0.01,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,nitrogen,van_der_waals,3.9428631018409355e-11,6.071058815249999e-21,2.502858308970984e+25,0.137,3.87e-05,0.5760048706560768,0.3809829703109597,0.47849392048351824,0.41311174147532337,0.4349058011447216,0.1,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,nitrogen,van_der_waals,3.9428631018409355e-11,6.071058815249999e-21,2.502858308970984e+25,0.137,3.87e-05,0.5760048706560768,0.3809829703109597,0.47849392048351824,0.41311174147532337,0.4349058011447216,1.0,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,sulfur,van_der_waals,2.6061685746616612e-11,6.07105881525e-21,2.502858308970984e+25,0.48,6.8e-05,1.0,0.9569068164098369,0.9784534082049184,0.3333333333333333,0.5483733582905284,0.001,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,sulfur,van_der_waals,2.6061685746616612e-11,6.07105881525e-21,2.502858308970984e+25,0.48,6.8e-05,1.0,0.9569068164098369,0.9784534082049184,0.3333333333333333,0.5483733582905284,0.01,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,sulfur,van_der_waals,2.6061685746616612e-11,6.07105881525e-21,2.502858308970984e+25,0.48,6.8e-05,1.0,0.9569068164098369,0.9784534082049184,0.3333333333333333,0.5483733582905284,0.1,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,sulfur,van_der_waals,2.6061685746616612e-11,6.07105881525e-21,2.502858308970984e+25,0.48,6.8e-05,1.0,0.9569068164098369,0.9784534082049184,0.3333333333333333,0.5483733582905284,1.0,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,phosphorus,van_der_waals,2.6514734593298206e-11,6.0710588152500005e-21,2.502858308970984e+25,0.42,6.2e-05,0.9546515313335507,0.8625057383736512,0.9085786348536009,0.3366542084351741,0.5272956839079831,0.001,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,phosphorus,van_der_waals,2.6514734593298206e-11,6.0710588152500005e-21,2.502858308970984e+25,0.42,6.2e-05,0.9546515313335507,0.8625057383736512,0.9085786348536009,0.3366542084351741,0.5272956839079831,0.01,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,phosphorus,van_der_waals,2.6514734593298206e-11,6.0710588152500005e-21,2.502858308970984e+25,0.42,6.2e-05,0.9546515313335507,0.8625057383736512,0.9085786348536009,0.3366542084351741,0.5272956839079831,0.1,0.0,0.0,off_window
debroglie_matter_signature_vdw_run_c,phosphorus,van_der_waals,2.6514734593298206e-11,6.0710588152500005e-21,2.502858308970984e+25,0.42,6.2e-05,0.9546515313335507,0.8625057383736512,0.9085786348536009,0.3366542084351741,0.5272956839079831,1.0,0.0,0.0,off_window
