run_id,case_id,reference_mode,top_k,branch_label_none,branch_label_quadratic,pair_overlap_none_vs_quadratic,weighted_pair_shift,identity_preserved_flag
config_m33_v0,P3__k0=3.5__sk=0.5__t=10__nu=0.02,pruned,1,S3,S3,1.0,1.9984014443252818e-15,1
config_m33_v0,P3__k0=3.5__sk=0.5__t=10__nu=0.02,pruned,3,S3,S3,1.0,1.9984014443252818e-15,1
config_m33_v0,P3__k0=3.5__sk=0.5__t=10__nu=0.02,pruned,5,S3,S3,1.0,1.9984014443252818e-15,1
config_m33_v0,P3__k0=3.5__sk=0.8__t=2__nu=0.02,pruned,1,S3,S3,1.0,-1.309308132024789e-06,1
config_m33_v0,P3__k0=3.5__sk=0.8__t=2__nu=0.02,pruned,3,S3,S3,1.0,-1.309308132024789e-06,1
config_m33_v0,P3__k0=3.5__sk=0.8__t=2__nu=0.02,pruned,5,S3,S3,1.0,-1.309308132024789e-06,1
config_m33_v0,P3__k0=3.5__sk=0.8__t=5__nu=0.02,pruned,1,S3,S3,1.0,2.894874776449008e-06,1
config_m33_v0,P3__k0=3.5__sk=0.8__t=5__nu=0.02,pruned,3,S3,S3,1.0,2.894874776449008e-06,1
config_m33_v0,P3__k0=3.5__sk=0.8__t=5__nu=0.02,pruned,5,S3,S3,1.0,2.894874776449008e-06,1
config_m33_v0,P3__k0=3.5__sk=0.8__t=10__nu=0.02,pruned,1,S3,S3,1.0,3.133853958003918e-06,1
config_m33_v0,P3__k0=3.5__sk=0.8__t=10__nu=0.02,pruned,3,S3,S3,1.0,3.133853958003918e-06,1
config_m33_v0,P3__k0=3.5__sk=0.8__t=10__nu=0.02,pruned,5,S3,S3,1.0,3.133853958003918e-06,1
config_m33_v0,P3__k0=3.5__sk=1__t=2__nu=0.02,pruned,1,S3,S3,1.0,-0.00015812819534577471,1
config_m33_v0,P3__k0=3.5__sk=1__t=2__nu=0.02,pruned,3,S3,S3,1.0,-0.00015812819534577471,1
config_m33_v0,P3__k0=3.5__sk=1__t=2__nu=0.02,pruned,5,S3,S3,1.0,-0.00015812819534577471,1
config_m33_v0,P3__k0=3.5__sk=1__t=5__nu=0.02,pruned,1,S3,S3,1.0,0.0003536948298419329,1
config_m33_v0,P3__k0=3.5__sk=1__t=5__nu=0.02,pruned,3,S3,S3,1.0,0.0003536948298419329,1
config_m33_v0,P3__k0=3.5__sk=1__t=5__nu=0.02,pruned,5,S3,S3,1.0,0.0003536948298419329,1
config_m33_v0,P3__k0=3.5__sk=1__t=10__nu=0.02,pruned,1,S3,S3,1.0,0.0003425853563363557,1
config_m33_v0,P3__k0=3.5__sk=1__t=10__nu=0.02,pruned,3,S3,S3,1.0,0.0003425853563363557,1
config_m33_v0,P3__k0=3.5__sk=1__t=10__nu=0.02,pruned,5,S3,S3,1.0,0.0003425853563363557,1
config_m33_v0,P3__k0=4__sk=0.3__t=2__nu=0.02,pruned,1,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.3__t=2__nu=0.02,pruned,3,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.3__t=2__nu=0.02,pruned,5,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.3__t=5__nu=0.02,pruned,1,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.3__t=5__nu=0.02,pruned,3,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.3__t=5__nu=0.02,pruned,5,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.3__t=10__nu=0.02,pruned,1,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.3__t=10__nu=0.02,pruned,3,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.3__t=10__nu=0.02,pruned,5,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.5__t=2__nu=0.02,pruned,1,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.5__t=2__nu=0.02,pruned,3,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.5__t=2__nu=0.02,pruned,5,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.5__t=5__nu=0.02,pruned,1,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.5__t=5__nu=0.02,pruned,3,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.5__t=5__nu=0.02,pruned,5,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.5__t=10__nu=0.02,pruned,1,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.5__t=10__nu=0.02,pruned,3,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.5__t=10__nu=0.02,pruned,5,S3,S3,1.0,0.0,1
config_m33_v0,P3__k0=4__sk=0.8__t=2__nu=0.02,pruned,1,S3,S3,1.0,-3.018742955607223e-08,1
config_m33_v0,P3__k0=4__sk=0.8__t=2__nu=0.02,pruned,3,S3,S3,1.0,-3.018742955607223e-08,1
config_m33_v0,P3__k0=4__sk=0.8__t=2__nu=0.02,pruned,5,S3,S3,1.0,-3.018742955607223e-08,1
config_m33_v0,P3__k0=4__sk=0.8__t=5__nu=0.02,pruned,1,S3,S3,1.0,7.439740956627361e-08,1
config_m33_v0,P3__k0=4__sk=0.8__t=5__nu=0.02,pruned,3,S3,S3,1.0,7.439740956627361e-08,1
config_m33_v0,P3__k0=4__sk=0.8__t=5__nu=0.02,pruned,5,S3,S3,1.0,7.439740956627361e-08,1
config_m33_v0,P3__k0=4__sk=0.8__t=10__nu=0.02,pruned,1,S3,S3,1.0,1.4284608285120015e-07,1
config_m33_v0,P3__k0=4__sk=0.8__t=10__nu=0.02,pruned,3,S3,S3,1.0,1.4284608285120015e-07,1
config_m33_v0,P3__k0=4__sk=0.8__t=10__nu=0.02,pruned,5,S3,S3,1.0,1.4284608285120015e-07,1
config_m33_v0,P3__k0=4__sk=1__t=2__nu=0.02,pruned,1,S3,S3,1.0,-1.3986813813038346e-05,1
config_m33_v0,P3__k0=4__sk=1__t=2__nu=0.02,pruned,3,S3,S3,1.0,-1.3986813813038346e-05,1
config_m33_v0,P3__k0=4__sk=1__t=2__nu=0.02,pruned,5,S3,S3,1.0,-1.3986813813038346e-05,1
config_m33_v0,P3__k0=4__sk=1__t=5__nu=0.02,pruned,1,S3,S3,1.0,3.347000827513824e-05,1
config_m33_v0,P3__k0=4__sk=1__t=5__nu=0.02,pruned,3,S3,S3,1.0,3.347000827513824e-05,1
config_m33_v0,P3__k0=4__sk=1__t=5__nu=0.02,pruned,5,S3,S3,1.0,3.347000827513824e-05,1
config_m33_v0,P3__k0=4__sk=1__t=10__nu=0.02,pruned,1,S3,S3,1.0,5.6872226886661714e-05,1
config_m33_v0,P3__k0=4__sk=1__t=10__nu=0.02,pruned,3,S3,S3,1.0,5.6872226886661714e-05,1
config_m33_v0,P3__k0=4__sk=1__t=10__nu=0.02,pruned,5,S3,S3,1.0,5.6872226886661714e-05,1
config_m33_v0,P0__k0=-4__sk=0.3__t=2__nu=0.02,weighted,1,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=-4__sk=0.3__t=2__nu=0.02,weighted,3,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=-4__sk=0.3__t=2__nu=0.02,weighted,5,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=-4__sk=0.3__t=5__nu=0.02,weighted,1,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=-4__sk=0.3__t=5__nu=0.02,weighted,3,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=-4__sk=0.3__t=5__nu=0.02,weighted,5,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=-4__sk=0.3__t=10__nu=0.02,weighted,1,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=-4__sk=0.3__t=10__nu=0.02,weighted,3,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=-4__sk=0.3__t=10__nu=0.02,weighted,5,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=-4__sk=0.5__t=2__nu=0.02,weighted,1,S1,S1,1.0,-5.551115123125783e-16,1
config_m33_v0,P0__k0=-4__sk=0.5__t=2__nu=0.02,weighted,3,S1,S1,1.0,-5.551115123125783e-16,1
config_m33_v0,P0__k0=-4__sk=0.5__t=2__nu=0.02,weighted,5,S1,S1,1.0,-5.551115123125783e-16,1
config_m33_v0,P0__k0=-4__sk=0.5__t=5__nu=0.02,weighted,1,S1,S1,1.0,7.771561172376096e-16,1
config_m33_v0,P0__k0=-4__sk=0.5__t=5__nu=0.02,weighted,3,S1,S1,1.0,7.771561172376096e-16,1
config_m33_v0,P0__k0=-4__sk=0.5__t=5__nu=0.02,weighted,5,S1,S1,1.0,7.771561172376096e-16,1
config_m33_v0,P0__k0=-4__sk=0.5__t=10__nu=0.02,weighted,1,S1,S1,1.0,-2.220446049250313e-16,1
config_m33_v0,P0__k0=-4__sk=0.5__t=10__nu=0.02,weighted,3,S1,S1,1.0,-2.220446049250313e-16,1
config_m33_v0,P0__k0=-4__sk=0.5__t=10__nu=0.02,weighted,5,S1,S1,1.0,-2.220446049250313e-16,1
config_m33_v0,P0__k0=-4__sk=0.8__t=2__nu=0.02,weighted,1,S1,S1,1.0,-9.685343084209208e-07,1
config_m33_v0,P0__k0=-4__sk=0.8__t=2__nu=0.02,weighted,3,S1,S1,1.0,-9.685343084209208e-07,1
config_m33_v0,P0__k0=-4__sk=0.8__t=2__nu=0.02,weighted,5,S1,S1,1.0,-9.685343084209208e-07,1
config_m33_v0,P0__k0=-4__sk=0.8__t=5__nu=0.02,weighted,1,S1,S1,1.0,1.899429551199816e-06,1
config_m33_v0,P0__k0=-4__sk=0.8__t=5__nu=0.02,weighted,3,S1,S1,1.0,1.899429551199816e-06,1
config_m33_v0,P0__k0=-4__sk=0.8__t=5__nu=0.02,weighted,5,S1,S1,1.0,1.899429551199816e-06,1
config_m33_v0,P0__k0=-4__sk=0.8__t=10__nu=0.02,weighted,1,S1,S1,1.0,-7.216905736351364e-07,1
config_m33_v0,P0__k0=-4__sk=0.8__t=10__nu=0.02,weighted,3,S1,S1,1.0,-7.216905736351364e-07,1
config_m33_v0,P0__k0=-4__sk=0.8__t=10__nu=0.02,weighted,5,S1,S1,1.0,-7.216905736351364e-07,1
config_m33_v0,P0__k0=-4__sk=1__t=2__nu=0.02,weighted,1,S1,S1,1.0,-0.0001446430069480531,1
config_m33_v0,P0__k0=-4__sk=1__t=2__nu=0.02,weighted,3,S1,S1,1.0,-0.0001446430069480531,1
config_m33_v0,P0__k0=-4__sk=1__t=2__nu=0.02,weighted,5,S1,S1,1.0,-0.0001446430069480531,1
config_m33_v0,P0__k0=-4__sk=1__t=5__nu=0.02,weighted,1,S1,S1,1.0,0.000269321053409155,1
config_m33_v0,P0__k0=-4__sk=1__t=5__nu=0.02,weighted,3,S1,S1,1.0,0.000269321053409155,1
config_m33_v0,P0__k0=-4__sk=1__t=5__nu=0.02,weighted,5,S1,S1,1.0,0.000269321053409155,1
config_m33_v0,P0__k0=-4__sk=1__t=10__nu=0.02,weighted,1,S1,S1,1.0,-0.00011609983044236216,1
config_m33_v0,P0__k0=-4__sk=1__t=10__nu=0.02,weighted,3,S1,S1,1.0,-0.00011609983044236216,1
config_m33_v0,P0__k0=-4__sk=1__t=10__nu=0.02,weighted,5,S1,S1,1.0,-0.00011609983044236216,1
config_m33_v0,P0__k0=-1.5__sk=0.3__t=2__nu=0.02,weighted,1,S1,S1,1.0,3.6959224569699245e-10,1
config_m33_v0,P0__k0=-1.5__sk=0.3__t=2__nu=0.02,weighted,3,S1,S1,1.0,3.6959224569699245e-10,1
config_m33_v0,P0__k0=-1.5__sk=0.3__t=2__nu=0.02,weighted,5,S1,S1,1.0,3.6959224569699245e-10,1
config_m33_v0,P0__k0=-1.5__sk=0.3__t=5__nu=0.02,weighted,1,S1,S1,1.0,-1.7373660701203164e-06,1
config_m33_v0,P0__k0=-1.5__sk=0.3__t=5__nu=0.02,weighted,3,S1,S1,1.0,-1.7373660701203164e-06,1
config_m33_v0,P0__k0=-1.5__sk=0.3__t=5__nu=0.02,weighted,5,S1,S1,1.0,-1.7373660701203164e-06,1
config_m33_v0,P0__k0=-1.5__sk=0.3__t=10__nu=0.02,weighted,1,S1,S1,1.0,-4.85115639881073e-08,1
config_m33_v0,P0__k0=-1.5__sk=0.3__t=10__nu=0.02,weighted,3,S1,S1,1.0,-4.85115639881073e-08,1
config_m33_v0,P0__k0=-1.5__sk=0.3__t=10__nu=0.02,weighted,5,S1,S1,1.0,-4.85115639881073e-08,1
config_m33_v0,P0__k0=-1.5__sk=0.5__t=2__nu=0.02,weighted,1,S1,S1,1.0,3.979428759459669e-05,1
config_m33_v0,P0__k0=-1.5__sk=0.5__t=2__nu=0.02,weighted,3,S1,S1,1.0,3.979428759459669e-05,1
config_m33_v0,P0__k0=-1.5__sk=0.5__t=2__nu=0.02,weighted,5,S1,S1,1.0,3.979428759459669e-05,1
config_m33_v0,P0__k0=-1.5__sk=0.5__t=5__nu=0.02,weighted,1,S1,S1,0.5,-0.049155067218611626,1
config_m33_v0,P0__k0=-1.5__sk=0.5__t=5__nu=0.02,weighted,3,S1,S1,0.5,-0.049155067218611626,1
config_m33_v0,P0__k0=-1.5__sk=0.5__t=5__nu=0.02,weighted,5,S1,S1,0.5,-0.049155067218611626,1
config_m33_v0,P0__k0=-1.5__sk=0.5__t=10__nu=0.02,weighted,1,S1,S1,1.0,-0.002063160225968752,1
config_m33_v0,P0__k0=-1.5__sk=0.5__t=10__nu=0.02,weighted,3,S1,S1,1.0,-0.002063160225968752,1
config_m33_v0,P0__k0=-1.5__sk=0.5__t=10__nu=0.02,weighted,5,S1,S1,1.0,-0.002063160225968752,1
config_m33_v0,P0__k0=-1.5__sk=0.8__t=2__nu=0.02,weighted,1,S1,S1,1.0,0.015609304119509781,1
config_m33_v0,P0__k0=-1.5__sk=0.8__t=2__nu=0.02,weighted,3,S1,S1,1.0,0.015609304119509781,1
config_m33_v0,P0__k0=-1.5__sk=0.8__t=2__nu=0.02,weighted,5,S1,S1,1.0,0.015609304119509781,1
config_m33_v0,P0__k0=-1.5__sk=0.8__t=5__nu=0.02,weighted,1,S1,S1,1.0,-0.009081141592667263,1
config_m33_v0,P0__k0=-1.5__sk=0.8__t=5__nu=0.02,weighted,3,S1,S1,1.0,-0.009081141592667263,1
config_m33_v0,P0__k0=-1.5__sk=0.8__t=5__nu=0.02,weighted,5,S1,S1,1.0,-0.009081141592667263,1
config_m33_v0,P0__k0=-1.5__sk=0.8__t=10__nu=0.02,weighted,1,S1,S1,0.5,-0.06055148942830302,1
config_m33_v0,P0__k0=-1.5__sk=0.8__t=10__nu=0.02,weighted,3,S1,S1,0.5,-0.06055148942830302,1
config_m33_v0,P0__k0=-1.5__sk=0.8__t=10__nu=0.02,weighted,5,S1,S1,0.5,-0.06055148942830302,1
config_m33_v0,P0__k0=-1.5__sk=1__t=2__nu=0.02,weighted,1,S2,S2,0.5,0.037564907501914324,1
config_m33_v0,P0__k0=-1.5__sk=1__t=2__nu=0.02,weighted,3,S2,S2,0.5,0.037564907501914324,1
config_m33_v0,P0__k0=-1.5__sk=1__t=2__nu=0.02,weighted,5,S2,S2,0.5,0.037564907501914324,1
config_m33_v0,P0__k0=-1.5__sk=1__t=5__nu=0.02,weighted,1,S2,S2,0.5,0.08513371422891813,1
config_m33_v0,P0__k0=-1.5__sk=1__t=5__nu=0.02,weighted,3,S2,S2,0.5,0.08513371422891813,1
config_m33_v0,P0__k0=-1.5__sk=1__t=5__nu=0.02,weighted,5,S2,S2,0.5,0.08513371422891813,1
config_m33_v0,P0__k0=-1.5__sk=1__t=10__nu=0.02,weighted,1,S2,S2,0.0,-0.10648815164095193,0
config_m33_v0,P0__k0=-1.5__sk=1__t=10__nu=0.02,weighted,3,S2,S2,0.0,-0.10648815164095193,0
config_m33_v0,P0__k0=-1.5__sk=1__t=10__nu=0.02,weighted,5,S2,S2,0.0,-0.10648815164095193,0
config_m33_v0,P0__k0=-1__sk=0.3__t=2__nu=0.02,weighted,1,S1,S1,1.0,-8.897216297043542e-12,1
config_m33_v0,P0__k0=-1__sk=0.3__t=2__nu=0.02,weighted,3,S1,S1,1.0,-8.897216297043542e-12,1
config_m33_v0,P0__k0=-1__sk=0.3__t=2__nu=0.02,weighted,5,S1,S1,1.0,-8.897216297043542e-12,1
config_m33_v0,P0__k0=-1__sk=0.3__t=5__nu=0.02,weighted,1,S1,S1,1.0,-8.544454033199145e-11,1
config_m33_v0,P0__k0=-1__sk=0.3__t=5__nu=0.02,weighted,3,S1,S1,1.0,-8.544454033199145e-11,1
config_m33_v0,P0__k0=-1__sk=0.3__t=5__nu=0.02,weighted,5,S1,S1,1.0,-8.544454033199145e-11,1
config_m33_v0,P0__k0=-1__sk=0.3__t=10__nu=0.02,weighted,1,S1,S1,1.0,-2.6627589022609754e-12,1
config_m33_v0,P0__k0=-1__sk=0.3__t=10__nu=0.02,weighted,3,S1,S1,1.0,-2.6627589022609754e-12,1
config_m33_v0,P0__k0=-1__sk=0.3__t=10__nu=0.02,weighted,5,S1,S1,1.0,-2.6627589022609754e-12,1
config_m33_v0,P0__k0=-1__sk=0.5__t=2__nu=0.02,weighted,1,S1,S1,1.0,-7.279843583773982e-05,1
config_m33_v0,P0__k0=-1__sk=0.5__t=2__nu=0.02,weighted,3,S1,S1,1.0,-7.279843583773982e-05,1
config_m33_v0,P0__k0=-1__sk=0.5__t=2__nu=0.02,weighted,5,S1,S1,1.0,-7.279843583773982e-05,1
config_m33_v0,P0__k0=-1__sk=0.5__t=5__nu=0.02,weighted,1,S1,S1,1.0,-0.0005698539441599815,1
config_m33_v0,P0__k0=-1__sk=0.5__t=5__nu=0.02,weighted,3,S1,S1,1.0,-0.0005698539441599815,1
config_m33_v0,P0__k0=-1__sk=0.5__t=5__nu=0.02,weighted,5,S1,S1,1.0,-0.0005698539441599815,1
config_m33_v0,P0__k0=-1__sk=0.5__t=10__nu=0.02,weighted,1,S1,S1,1.0,-2.4695534571406164e-05,1
config_m33_v0,P0__k0=-1__sk=0.5__t=10__nu=0.02,weighted,3,S1,S1,1.0,-2.4695534571406164e-05,1
config_m33_v0,P0__k0=-1__sk=0.5__t=10__nu=0.02,weighted,5,S1,S1,1.0,-2.4695534571406164e-05,1
config_m33_v0,P0__k0=-1__sk=0.8__t=2__nu=0.02,weighted,1,S1,S1,1.0,-0.00945118391823585,1
config_m33_v0,P0__k0=-1__sk=0.8__t=2__nu=0.02,weighted,3,S1,S1,1.0,-0.00945118391823585,1
config_m33_v0,P0__k0=-1__sk=0.8__t=2__nu=0.02,weighted,5,S1,S1,1.0,-0.00945118391823585,1
config_m33_v0,P0__k0=-1__sk=0.8__t=5__nu=0.02,weighted,1,S1,S1,1.0,-0.007715277336539206,1
config_m33_v0,P0__k0=-1__sk=0.8__t=5__nu=0.02,weighted,3,S1,S1,1.0,-0.007715277336539206,1
config_m33_v0,P0__k0=-1__sk=0.8__t=5__nu=0.02,weighted,5,S1,S1,1.0,-0.007715277336539206,1
config_m33_v0,P0__k0=-1__sk=0.8__t=10__nu=0.02,weighted,1,S1,S1,1.0,-0.006258046265313566,1
config_m33_v0,P0__k0=-1__sk=0.8__t=10__nu=0.02,weighted,3,S1,S1,1.0,-0.006258046265313566,1
config_m33_v0,P0__k0=-1__sk=0.8__t=10__nu=0.02,weighted,5,S1,S1,1.0,-0.006258046265313566,1
config_m33_v0,P0__k0=-1__sk=1__t=2__nu=0.02,weighted,1,S2,S2,1.0,-0.01660523025744598,1
config_m33_v0,P0__k0=-1__sk=1__t=2__nu=0.02,weighted,3,S2,S2,1.0,-0.01660523025744598,1
config_m33_v0,P0__k0=-1__sk=1__t=2__nu=0.02,weighted,5,S2,S2,1.0,-0.01660523025744598,1
config_m33_v0,P0__k0=-1__sk=1__t=5__nu=0.02,weighted,1,S2,S2,0.5,0.04780477262171212,1
config_m33_v0,P0__k0=-1__sk=1__t=5__nu=0.02,weighted,3,S2,S2,0.5,0.04780477262171212,1
config_m33_v0,P0__k0=-1__sk=1__t=5__nu=0.02,weighted,5,S2,S2,0.5,0.04780477262171212,1
config_m33_v0,P0__k0=-1__sk=1__t=10__nu=0.02,weighted,1,S1,S1,1.0,-0.018866401259318932,1
config_m33_v0,P0__k0=-1__sk=1__t=10__nu=0.02,weighted,3,S1,S1,1.0,-0.018866401259318932,1
config_m33_v0,P0__k0=-1__sk=1__t=10__nu=0.02,weighted,5,S1,S1,1.0,-0.018866401259318932,1
config_m33_v0,P0__k0=3.5__sk=0.3__t=2__nu=0.02,weighted,1,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=3.5__sk=0.3__t=2__nu=0.02,weighted,3,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=3.5__sk=0.3__t=2__nu=0.02,weighted,5,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=3.5__sk=0.3__t=5__nu=0.02,weighted,1,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=3.5__sk=0.3__t=5__nu=0.02,weighted,3,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=3.5__sk=0.3__t=5__nu=0.02,weighted,5,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=3.5__sk=0.3__t=10__nu=0.02,weighted,1,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=3.5__sk=0.3__t=10__nu=0.02,weighted,3,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=3.5__sk=0.3__t=10__nu=0.02,weighted,5,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=3.5__sk=0.5__t=2__nu=0.02,weighted,1,S1,S1,1.0,5.762057497804562e-14,1
config_m33_v0,P0__k0=3.5__sk=0.5__t=2__nu=0.02,weighted,3,S1,S1,1.0,5.762057497804562e-14,1
config_m33_v0,P0__k0=3.5__sk=0.5__t=2__nu=0.02,weighted,5,S1,S1,1.0,5.762057497804562e-14,1
config_m33_v0,P0__k0=3.5__sk=0.5__t=5__nu=0.02,weighted,1,S1,S1,1.0,1.2168044349891716e-13,1
config_m33_v0,P0__k0=3.5__sk=0.5__t=5__nu=0.02,weighted,3,S1,S1,1.0,1.2168044349891716e-13,1
config_m33_v0,P0__k0=3.5__sk=0.5__t=5__nu=0.02,weighted,5,S1,S1,1.0,1.2168044349891716e-13,1
config_m33_v0,P0__k0=3.5__sk=0.5__t=10__nu=0.02,weighted,1,S1,S1,1.0,-1.9580115306894186e-11,1
config_m33_v0,P0__k0=3.5__sk=0.5__t=10__nu=0.02,weighted,3,S1,S1,1.0,-1.9580115306894186e-11,1
config_m33_v0,P0__k0=3.5__sk=0.5__t=10__nu=0.02,weighted,5,S1,S1,1.0,-1.9580115306894186e-11,1
config_m33_v0,P0__k0=3.5__sk=0.8__t=2__nu=0.02,weighted,1,S1,S1,1.0,5.316764753127146e-06,1
config_m33_v0,P0__k0=3.5__sk=0.8__t=2__nu=0.02,weighted,3,S1,S1,1.0,5.316764753127146e-06,1
config_m33_v0,P0__k0=3.5__sk=0.8__t=2__nu=0.02,weighted,5,S1,S1,1.0,5.316764753127146e-06,1
config_m33_v0,P0__k0=3.5__sk=0.8__t=5__nu=0.02,weighted,1,S1,S1,1.0,1.1598910288013187e-05,1
config_m33_v0,P0__k0=3.5__sk=0.8__t=5__nu=0.02,weighted,3,S1,S1,1.0,1.1598910288013187e-05,1
config_m33_v0,P0__k0=3.5__sk=0.8__t=5__nu=0.02,weighted,5,S1,S1,1.0,1.1598910288013187e-05,1
config_m33_v0,P0__k0=3.5__sk=0.8__t=10__nu=0.02,weighted,1,S1,S1,1.0,-0.0005882674019360712,1
config_m33_v0,P0__k0=3.5__sk=0.8__t=10__nu=0.02,weighted,3,S1,S1,1.0,-0.0005882674019360712,1
config_m33_v0,P0__k0=3.5__sk=0.8__t=10__nu=0.02,weighted,5,S1,S1,1.0,-0.0005882674019360712,1
config_m33_v0,P0__k0=3.5__sk=1__t=2__nu=0.02,weighted,1,S1,S1,1.0,0.00034465777669878683,1
config_m33_v0,P0__k0=3.5__sk=1__t=2__nu=0.02,weighted,3,S1,S1,1.0,0.00034465777669878683,1
config_m33_v0,P0__k0=3.5__sk=1__t=2__nu=0.02,weighted,5,S1,S1,1.0,0.00034465777669878683,1
config_m33_v0,P0__k0=3.5__sk=1__t=5__nu=0.02,weighted,1,S1,S1,1.0,0.0007505330248588349,1
config_m33_v0,P0__k0=3.5__sk=1__t=5__nu=0.02,weighted,3,S1,S1,1.0,0.0007505330248588349,1
config_m33_v0,P0__k0=3.5__sk=1__t=5__nu=0.02,weighted,5,S1,S1,1.0,0.0007505330248588349,1
config_m33_v0,P0__k0=3.5__sk=1__t=10__nu=0.02,weighted,1,S1,S1,1.0,-0.010038463436458422,1
config_m33_v0,P0__k0=3.5__sk=1__t=10__nu=0.02,weighted,3,S1,S1,1.0,-0.010038463436458422,1
config_m33_v0,P0__k0=3.5__sk=1__t=10__nu=0.02,weighted,5,S1,S1,1.0,-0.010038463436458422,1
config_m33_v0,P0__k0=4__sk=0.3__t=2__nu=0.02,weighted,1,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.3__t=2__nu=0.02,weighted,3,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.3__t=2__nu=0.02,weighted,5,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.3__t=5__nu=0.02,weighted,1,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.3__t=5__nu=0.02,weighted,3,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.3__t=5__nu=0.02,weighted,5,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.3__t=10__nu=0.02,weighted,1,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.3__t=10__nu=0.02,weighted,3,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.3__t=10__nu=0.02,weighted,5,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.5__t=2__nu=0.02,weighted,1,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.5__t=2__nu=0.02,weighted,3,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.5__t=2__nu=0.02,weighted,5,S1,S1,1.0,0.0,1
config_m33_v0,P0__k0=4__sk=0.5__t=5__nu=0.02,weighted,1,S1,S1,1.0,7.771561172376096e-16,1
config_m33_v0,P0__k0=4__sk=0.5__t=5__nu=0.02,weighted,3,S1,S1,1.0,7.771561172376096e-16,1
config_m33_v0,P0__k0=4__sk=0.5__t=5__nu=0.02,weighted,5,S1,S1,1.0,7.771561172376096e-16,1
config_m33_v0,P0__k0=4__sk=0.5__t=10__nu=0.02,weighted,1,S1,S1,1.0,-4.8405723873656825e-14,1
config_m33_v0,P0__k0=4__sk=0.5__t=10__nu=0.02,weighted,3,S1,S1,1.0,-4.8405723873656825e-14,1
config_m33_v0,P0__k0=4__sk=0.5__t=10__nu=0.02,weighted,5,S1,S1,1.0,-4.8405723873656825e-14,1
config_m33_v0,P0__k0=4__sk=0.8__t=2__nu=0.02,weighted,1,S1,S1,1.0,4.889013828224265e-07,1
config_m33_v0,P0__k0=4__sk=0.8__t=2__nu=0.02,weighted,3,S1,S1,1.0,4.889013828224265e-07,1
config_m33_v0,P0__k0=4__sk=0.8__t=2__nu=0.02,weighted,5,S1,S1,1.0,4.889013828224265e-07,1
config_m33_v0,P0__k0=4__sk=0.8__t=5__nu=0.02,weighted,1,S1,S1,1.0,1.0430432931807232e-06,1
